X,Y,TYPE,SPEED,DIRTYPE,DIRECTION
1.382390,47.629390,7,32,0,0
1.505320,47.705350,7,32,2,162
1.530910,47.286970,7,32,2,25
3.873700,45.812120,7,32,0,0
4.380420,45.445220,7,32,2,156
4.390170,45.447230,7,32,0,0
1.888530,44.951720,7,32,2,164
-0.156400,47.129000,7,32,2,34
4.032260,49.286620,7,32,2,96
-0.910330,48.319720,7,32,0,0
5.936710,48.694350,7,32,2,127
6.172780,49.394770,7,32,2,98
6.435500,49.270370,7,32,2,12
6.863740,49.117320,7,32,2,23
3.221190,46.684950,7,32,2,49
3.402300,47.396110,7,32,1,359
3.087260,50.635830,7,32,2,120
7.524890,48.019590,7,32,2,127
4.590000,45.797100,7,32,2,131
4.822420,45.633280,7,32,2,118
4.747130,46.908600,7,32,2,41
6.125040,45.904570,7,32,1,213
0.415640,49.603160,7,32,2,159
0.824220,49.459690,7,32,2,20
1.047940,49.534410,7,32,2,135
2.984540,48.365650,7,32,2,10
1.520420,48.925690,7,32,2,113
1.846670,48.971590,7,32,2,154
1.956320,49.009140,7,32,0,0
2.003950,48.982790,7,32,2,58
2.081610,48.959080,7,32,2,100
-0.655750,46.816380,7,32,2,194
2.335580,49.881970,7,32,2,24
1.906430,44.152270,7,32,0,0
1.903890,44.148620,7,32,0,0
5.935890,43.118300,7,32,1,272
5.936430,43.121370,7,32,2,27
6.088140,43.377480,7,32,2,28
4.712020,44.240520,7,32,2,103
4.801950,43.951040,7,32,2,28
4.805460,43.953230,7,32,2,64
4.809560,44.147790,7,32,0,0
0.398700,46.564920,7,32,2,125
3.267440,48.196100,7,32,2,65
3.293750,48.078310,7,32,0,0
3.295790,48.088530,7,32,0,0
3.577000,47.529950,7,32,2,163
6.888170,47.589570,7,32,2,15
2.381390,48.684430,7,32,2,118
2.490650,48.631120,7,32,2,171
2.286920,48.904630,7,32,2,53
2.297210,48.744130,7,32,2,126
2.526050,48.796350,7,32,2,92
2.181040,48.978980,7,32,2,65
5.740670,44.566480,7,33,2,174
7.034110,43.546140,7,33,2,46
7.132390,43.647560,7,33,2,168
4.463140,48.239730,7,33,2,17
4.665040,43.801790,7,33,2,101
5.050840,43.539990,7,33,2,83
5.240350,43.618480,7,33,2,94
5.307530,43.515840,7,33,2,153
5.318220,43.546660,7,33,2,88
-0.362950,49.184050,7,33,2,89
0.102870,45.607970,7,33,2,120
0.157590,45.715230,7,33,2,78
0.188830,45.880560,7,33,2,100
1.763910,45.253260,7,33,0,0
5.149120,46.988630,7,33,2,111
-2.659130,48.177010,7,33,2,76
1.478730,46.284600,7,33,0,0
0.303900,44.837240,7,33,2,10
0.325740,44.835290,7,33,2,170
6.492060,47.396150,7,33,2,82
1.059150,48.762600,7,33,0,0
1.223840,49.230990,7,33,2,96
1.344570,48.701930,7,33,0,0
1.451720,48.442380,7,33,0,0
1.472370,48.919870,7,33,0,0
1.546350,48.503920,7,33,2,136
1.669420,48.596470,7,33,1,134
1.669740,48.596650,7,33,1,325
4.374180,43.841110,7,33,2,71
0.578510,43.076880,7,33,2,40
0.712060,43.096990,7,33,2,115
1.177050,43.373240,7,33,0,0
0.444320,43.618990,7,33,2,21
-0.191510,44.574940,7,33,2,171
3.431430,43.465200,7,33,2,70
5.911570,46.853070,7,33,0,0
4.387850,45.447150,7,33,0,0
3.585900,45.040320,7,33,0,0
4.288900,45.270770,7,33,0,0
-2.212720,47.274240,7,33,2,11
-1.549780,47.208660,7,33,2,77
-1.476660,47.186110,7,33,2,171
1.656630,44.473880,7,33,0,0
0.333830,44.295960,7,33,2,101
0.944830,44.492500,7,33,2,57
3.245400,44.307160,7,33,0,0
-0.684480,47.372230,7,33,2,166
-1.414880,48.833050,7,33,2,10
5.293470,47.656750,7,33,2,100
5.850950,48.677060,7,33,2,176
6.145030,49.411720,7,33,2,140
7.144060,49.048030,7,33,2,63
2.434630,50.796170,7,33,2,14
0.672320,48.648590,7,33,0,0
2.051140,50.806900,7,33,0,0
2.268100,50.753520,7,33,2,33
2.708880,50.281590,7,33,2,50
2.850600,45.824830,7,33,2,139
3.020750,42.544540,7,33,2,46
7.469880,48.884310,7,33,2,30
4.844600,45.816280,7,33,2,120
6.184930,47.614240,7,33,2,171
3.966160,46.492030,7,33,2,154
4.859510,46.724380,7,33,2,80
-0.088440,47.872210,7,33,2,20
-0.005750,48.125320,7,33,2,18
0.186200,47.995160,7,33,2,28
5.924750,45.568100,7,33,0,0
0.378270,49.592670,7,33,2,18
0.433570,49.608890,7,33,2,100
1.107490,49.600250,7,33,2,167
2.617030,48.806450,7,33,2,52
2.618190,48.805780,7,33,2,113
2.035790,48.930940,7,33,2,146
-0.645870,46.821130,7,33,2,134
-0.198440,46.411100,7,33,2,111
-0.136870,46.249130,7,33,0,0
-0.048300,46.399860,7,33,2,176
2.202180,50.023990,7,33,2,161
1.343640,44.029860,7,33,2,157
5.938770,43.119620,7,33,2,47
4.801430,43.951150,7,33,2,27
1.323210,45.481890,7,33,0,0
4.072580,47.818860,7,33,2,41
2.213590,48.705680,7,33,0,0
2.306730,48.635930,7,33,2,186
2.221600,48.822110,7,33,2,97
2.453250,48.903990,7,33,2,162
6.173000,44.024590,7,34,2,113
6.179380,44.062430,7,34,2,87
6.438800,43.806130,7,34,2,128
6.947900,43.531220,7,34,2,117
7.046270,43.546370,7,34,2,163
7.239630,43.921340,7,34,2,164
7.239520,43.924910,7,34,2,167
7.447690,43.796670,7,34,2,145
3.878450,44.686280,7,34,2,119
4.858060,44.933310,7,34,2,91
2.262840,43.245270,7,34,2,170
2.581110,43.953540,7,34,2,70
2.931140,44.355650,7,34,2,39
5.003570,43.580990,7,34,2,94
5.406560,43.506160,7,34,2,16
-0.156100,49.098690,7,34,0,0
2.323630,45.117200,7,34,2,90
2.361910,45.268410,7,34,2,121
2.368210,45.260770,7,34,0,0
0.447870,45.820040,7,34,2,159
2.441630,47.566320,7,34,2,92
2.598890,46.570110,7,34,0,0
1.321630,45.143960,7,34,2,171
1.531910,45.150780,7,34,2,22
4.341580,47.618940,7,34,2,117
4.939190,47.110050,7,34,0,0
0.110740,45.017140,7,34,2,22
0.805720,44.865330,7,34,0,0
0.951060,44.826410,7,34,2,34
6.764400,47.467710,7,34,2,168
4.831220,45.106400,7,34,2,45
